question_set,variant,n,route_change_rate,brier,delta_brier_vs_base,log_score,delta_log_vs_base
2025-10-26-llm,market_sharpness_minus_0.05,1077,0.0009285051067780873,0.1846202724623684,-1.95840782398482e-05,0.5393395242162373,-3.938244410739422e-05
2025-10-26-llm,market_sharpness_plus_0.05,1077,0.004642525533890436,0.18473017217937987,9.03156387716264e-05,0.5395668419614642,0.00018793530111949064
2025-10-26-llm,prior_sharpness_minus_0.06,1077,0.0,0.18463985654060824,0.0,0.5393789066603447,0.0
2025-10-26-llm,prior_sharpness_plus_0.06,1077,0.0,0.18463985654060824,0.0,0.5393789066603447,0.0
2025-10-26-llm,source_prior_minus_0.06,1077,0.0,0.18463985654060824,0.0,0.5393789066603447,0.0
2025-10-26-llm,source_prior_plus_0.06,1077,0.0,0.18463985654060824,0.0,0.5393789066603447,0.0
2025-10-26-llm,noisy_strength_minus_0.05,1077,0.18198700092850512,0.1895868880169471,0.004947031476338848,0.5507436143027816,0.011364707642436911
2025-10-26-llm,noisy_strength_plus_0.05,1077,0.17827298050139276,0.18499527677250838,0.00035542023190013317,0.5400917753553086,0.0007128686949638974
2025-10-26-llm,horizon_150,1077,0.0807799442896936,0.18381832819892746,-0.0008215283416807828,0.5379333227934671,-0.0014455838668776533
2025-10-26-llm,horizon_9999,1077,0.0,0.18463985654060824,0.0,0.5393789066603447,0.0
2025-10-26-llm,search_enabled_low,1077,0.0,0.18463985654060824,0.0,0.5393789066603447,0.0
2025-11-09-llm,base,1032,0.0,0.17695709685170452,0.0,0.5179543434901593,0.0
2025-11-09-llm,hist_coverage_minus_0.10,1032,0.0,0.17695709685170452,0.0,0.5179543434901593,0.0
2025-11-09-llm,hist_coverage_plus_0.10,1032,0.0,0.17695709685170452,0.0,0.5179543434901593,0.0
2025-11-09-llm,market_sharpness_minus_0.05,1032,0.001937984496124031,0.1769806242153193,2.352736361477259e-05,0.5180023967340643,4.8053243904999654e-05
2025-11-09-llm,market_sharpness_plus_0.05,1032,0.0029069767441860465,0.17695777394658813,6.770948836054558e-07,0.5179561547191558,1.8112289964511419e-06
2025-11-09-llm,prior_sharpness_minus_0.06,1032,0.0009689922480620155,0.1768778038568005,-7.929299490402886e-05,0.5177546922674364,-0.00019965122272291858
2025-11-09-llm,prior_sharpness_plus_0.06,1032,0.0,0.17695709685170452,0.0,0.5179543434901593,0.0
2025-11-09-llm,source_prior_minus_0.06,1032,0.0,0.17695709685170452,0.0,0.5179543434901593,0.0
2025-11-09-llm,source_prior_plus_0.06,1032,0.0,0.17695709685170452,0.0,0.5179543434901593,0.0
2025-11-09-llm,noisy_strength_minus_0.05,1032,0.18895348837209303,0.18160511212031075,0.004648015268606226,0.5282180170638224,0.01026367357366309
